Booking_ID;no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;type_of_meal_plan;required_car_parking_space;room_type_reserved;lead_time;arrival_year;arrival_month;arrival_date;market_segment_type;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status;country;Client_ID
INN27814;2;0;2;0;Meal Plan 1;0;Room_Type 1;118;2017;7;19;Online;0;0;0;85.5;1;Canceled;UK;76567
INN27815;1;0;2;1;Meal Plan 2;0;Room_Type 1;117;2017;8;1;Offline;0;0;0;72.5;0;Not_Canceled;UK;27267
INN27816;2;0;0;1;Not Selected;0;Room_Type 1;2;2018;1;9;Online;0;0;0;69.5;0;Not_Canceled;PL;69039
INN27817;1;0;1;2;Meal Plan 1;0;Room_Type 1;123;2018;4;29;Online;0;0;0;93.9;0;Canceled;PL;10910
INN27818;2;0;0;3;Not Selected;0;Room_Type 1;188;2018;10;27;Online;0;0;0;85.5;2;Canceled;UK;47247
INN27819;1;0;0;1;Meal Plan 1;1;Room_Type 1;1;2018;10;11;Corporate;0;0;0;67.0;0;Not_Canceled;UK;91876
INN27820;2;0;0;2;Meal Plan 1;0;Room_Type 1;14;2018;7;21;Corporate;0;0;0;105.0;0;Not_Canceled;UK;51028
INN27821;1;0;0;2;Meal Plan 1;0;Room_Type 1;29;2018;12;2;Corporate;0;0;0;66.18;1;Not_Canceled;PL;26411
INN27822;3;0;0;4;Meal Plan 1;0;Room_Type 4;183;2018;10;26;Online;0;0;0;123.3;2;Canceled;UK;66067
INN27823;2;1;2;3;Meal Plan 1;0;Room_Type 1;46;2018;5;8;Online;0;0;0;143.1;0;Canceled;PL;71575
INN27824;2;2;2;2;Meal Plan 2;0;Room_Type 6;163;2018;12;23;Online;0;0;0;192.95;0;Not_Canceled;PL;56295
INN27825;2;0;2;3;Meal Plan 1;0;Room_Type 1;22;2017;9;4;Online;0;0;0;75.6;0;Not_Canceled;UK;65343
INN27826;1;0;1;2;Not Selected;0;Room_Type 1;7;2018;10;3;Online;0;0;0;103.18;3;Not_Canceled;UK;80061
INN27827;2;0;1;2;Meal Plan 1;0;Room_Type 1;96;2018;4;18;Online;0;0;0;87.3;1;Not_Canceled;PL;59211
INN27828;1;0;0;3;Meal Plan 1;0;Room_Type 1;71;2018;6;14;Offline;0;0;0;120.0;0;Not_Canceled;PL;56012
INN27829;3;0;2;1;Meal Plan 1;0;Room_Type 4;32;2018;1;24;Corporate;0;0;0;95.0;1;Not_Canceled;UK;65514
INN27830;1;0;0;1;Meal Plan 1;0;Room_Type 1;6;2018;5;12;Corporate;0;0;0;129.0;0;Not_Canceled;PL;96714
INN27831;2;1;0;3;Meal Plan 1;0;Room_Type 6;18;2018;4;20;Online;0;0;0;167.74;2;Not_Canceled;PL;13693
INN27832;2;0;0;3;Not Selected;0;Room_Type 1;39;2018;11;10;Online;0;0;0;135.0;1;Not_Canceled;UK;28764
INN27833;2;0;2;4;Meal Plan 1;0;Room_Type 4;12;2017;12;30;Online;0;0;0;118.67;0;Not_Canceled;UK;58485
INN27834;2;0;2;1;Meal Plan 1;0;Room_Type 1;89;2017;11;28;Online;0;0;0;55.63;2;Not_Canceled;UK;75214
INN27835;1;1;1;0;Meal Plan 1;1;Room_Type 1;22;2018;8;1;Online;0;0;0;138.0;1;Not_Canceled;UK;67409
INN27836;2;0;1;1;Meal Plan 1;0;Room_Type 4;151;2018;7;11;Offline;0;0;0;82.45;1;Canceled;UK;40845
INN27837;2;0;1;2;Meal Plan 1;0;Room_Type 1;207;2018;12;30;Offline;0;0;0;161.67;0;Not_Canceled;PL;94200
INN27838;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;101.5;0;Not_Canceled;PL;25383
INN27839;2;0;0;2;Not Selected;0;Room_Type 1;39;2018;7;1;Online;0;0;0;107.1;0;Not_Canceled;UK;39607
INN27840;2;0;2;3;Meal Plan 1;0;Room_Type 4;126;2018;9;15;Online;0;0;0;147.1;4;Not_Canceled;UK;98418
INN27841;1;0;0;2;Meal Plan 1;0;Room_Type 1;19;2018;11;1;Online;0;0;0;112.0;0;Canceled;PL;99434
INN27842;1;0;0;1;Meal Plan 1;0;Room_Type 1;55;2018;7;7;Corporate;0;0;0;79.0;0;Not_Canceled;UK;59886
INN27843;1;0;0;1;Meal Plan 1;0;Room_Type 1;4;2018;1;20;Online;0;0;0;80.0;1;Not_Canceled;PL;13897
INN27844;2;0;2;3;Meal Plan 1;0;Room_Type 1;19;2018;11;13;Offline;0;0;0;80.0;0;Not_Canceled;UK;77023
INN27845;2;0;0;3;Meal Plan 1;0;Room_Type 5;146;2018;8;9;Offline;0;0;0;113.56;0;Not_Canceled;UK;69504
INN27846;2;2;2;3;Meal Plan 1;0;Room_Type 5;89;2018;12;22;Online;0;0;0;94.72;0;Not_Canceled;PL;61740
INN27847;3;0;0;3;Meal Plan 1;0;Room_Type 1;91;2018;12;8;Offline;0;0;0;92.65;0;Not_Canceled;PL;51706
INN27848;2;0;0;3;Not Selected;0;Room_Type 1;164;2018;7;21;Online;0;0;0;94.5;0;Canceled;PL;99473
INN27849;2;0;1;3;Meal Plan 1;0;Room_Type 1;55;2018;9;26;Online;0;0;0;135.9;2;Not_Canceled;UK;97009
INN27850;2;0;0;2;Meal Plan 1;0;Room_Type 1;48;2018;7;27;Online;0;0;0;135.9;0;Not_Canceled;PL;65877
INN27851;3;0;1;2;Meal Plan 1;1;Room_Type 4;160;2018;8;22;Online;0;0;0;146.7;0;Canceled;PL;80945
INN27852;2;0;1;2;Meal Plan 1;0;Room_Type 1;273;2018;5;13;Offline;0;0;0;95.0;0;Canceled;UK;91580
INN27853;2;0;2;4;Meal Plan 1;0;Room_Type 2;296;2017;10;24;Online;0;0;0;56.01;0;Canceled;PL;81910
INN27854;2;0;0;2;Meal Plan 1;0;Room_Type 1;177;2018;6;3;Offline;0;0;0;100.0;0;Canceled;UK;55636
INN27855;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;109.0;0;Not_Canceled;UK;45704
INN27856;2;0;0;1;Meal Plan 2;0;Room_Type 1;55;2018;4;6;Offline;0;0;0;104.0;0;Not_Canceled;PL;72086
INN27857;2;0;2;0;Meal Plan 1;0;Room_Type 1;55;2018;3;13;Offline;0;0;0;63.0;0;Not_Canceled;UK;92684
INN27858;2;0;0;1;Meal Plan 2;0;Room_Type 1;13;2018;4;28;Online;0;0;0;169.0;0;Canceled;UK;78055
INN27859;2;0;2;1;Meal Plan 1;0;Room_Type 1;39;2018;7;2;Online;0;0;0;117.9;0;Canceled;UK;40963
INN27860;1;0;1;0;Meal Plan 1;0;Room_Type 1;18;2018;6;20;Corporate;1;0;10;65.0;0;Not_Canceled;PL;51139
INN27861;2;0;0;1;Not Selected;0;Room_Type 1;6;2018;2;20;Online;0;0;0;79.0;1;Not_Canceled;UK;22386
INN27862;1;0;2;1;Meal Plan 1;0;Room_Type 1;1;2018;2;28;Offline;0;0;0;60.0;0;Canceled;UK;59794
INN27863;2;0;2;1;Meal Plan 1;0;Room_Type 1;30;2018;10;16;Offline;0;0;0;85.0;0;Not_Canceled;UK;43160
INN27864;2;0;1;3;Not Selected;0;Room_Type 1;68;2018;4;28;Online;0;0;0;104.76;2;Not_Canceled;PL;90855
INN27865;2;0;1;3;Not Selected;0;Room_Type 1;240;2018;10;27;Online;0;0;0;80.75;0;Canceled;PL;80304
INN27866;2;0;2;2;Meal Plan 1;0;Room_Type 1;2;2018;5;15;Offline;0;0;0;81.75;0;Not_Canceled;UK;25186
INN27867;2;0;0;3;Meal Plan 1;0;Room_Type 1;314;2018;10;12;Offline;0;0;0;75.0;0;Canceled;PL;92294
INN27868;3;0;1;1;Meal Plan 1;0;Room_Type 4;108;2018;8;27;Online;0;0;0;150.3;3;Not_Canceled;PL;76729
INN27869;2;0;0;3;Meal Plan 1;0;Room_Type 1;51;2018;11;17;Online;0;0;0;68.47;1;Not_Canceled;PL;26276
INN27870;2;0;2;2;Meal Plan 1;0;Room_Type 1;5;2018;8;13;Online;0;0;0;170.0;1;Not_Canceled;UK;75676
INN27871;2;0;1;3;Meal Plan 1;0;Room_Type 4;58;2018;4;25;Online;0;0;0;86.72;1;Not_Canceled;PL;41937
INN27872;2;0;0;2;Meal Plan 1;0;Room_Type 1;31;2018;9;8;Online;0;0;0;135.9;2;Not_Canceled;UK;36693
INN27873;1;0;0;1;Meal Plan 1;0;Room_Type 1;10;2017;12;10;Corporate;1;0;6;74.0;0;Not_Canceled;PL;81205
INN27874;2;0;1;2;Meal Plan 1;0;Room_Type 1;267;2018;9;30;Offline;0;0;0;95.0;0;Canceled;PL;78005
INN27875;2;0;0;2;Not Selected;0;Room_Type 1;180;2018;8;25;Online;0;0;0;85.5;0;Canceled;PL;37773
INN27876;1;0;0;2;Meal Plan 1;0;Room_Type 1;103;2018;4;19;Offline;0;0;0;115.0;0;Canceled;PL;52471
INN27877;1;0;0;1;Not Selected;0;Room_Type 1;14;2018;11;2;Online;0;0;0;100.0;1;Not_Canceled;PL;43787
INN27878;3;0;1;5;Meal Plan 1;0;Room_Type 4;71;2018;4;25;Online;0;0;0;131.18;0;Not_Canceled;PL;98994
INN27879;2;0;2;2;Not Selected;0;Room_Type 1;2;2017;8;21;Online;0;0;0;89.0;2;Not_Canceled;UK;53074
INN27880;2;0;0;2;Not Selected;0;Room_Type 1;61;2018;3;4;Online;0;0;0;89.5;0;Not_Canceled;PL;57531
INN27881;2;0;1;3;Meal Plan 1;0;Room_Type 1;6;2017;9;10;Online;0;0;0;116.25;2;Not_Canceled;PL;86767
INN27882;2;0;0;2;Meal Plan 1;0;Room_Type 1;101;2018;6;17;Offline;0;0;0;95.88;0;Canceled;PL;94307
INN27883;2;0;2;3;Meal Plan 1;0;Room_Type 1;256;2018;10;16;Online;0;0;0;100.75;0;Canceled;UK;52424
INN27884;2;0;0;2;Meal Plan 1;0;Room_Type 4;36;2018;4;29;Online;0;0;0;140.4;1;Not_Canceled;UK;35727
INN27885;2;1;0;1;Meal Plan 1;0;Room_Type 1;135;2018;8;13;Online;0;0;0;130.5;1;Not_Canceled;PL;73491
INN27886;2;0;2;2;Meal Plan 1;0;Room_Type 1;68;2017;10;11;Online;0;0;0;89.25;1;Canceled;PL;35786
INN27887;2;0;0;3;Meal Plan 1;0;Room_Type 1;314;2018;10;12;Offline;0;0;0;75.0;0;Canceled;UK;97558
INN27888;2;0;2;2;Meal Plan 1;0;Room_Type 1;60;2018;3;20;Offline;0;0;0;75.0;0;Canceled;UK;72643
INN27889;2;0;2;4;Meal Plan 1;0;Room_Type 4;64;2018;4;23;Online;0;0;0;112.48;1;Not_Canceled;PL;13280
INN27890;2;0;0;2;Meal Plan 1;0;Room_Type 1;106;2017;9;4;Online;0;0;0;89.25;0;Canceled;UK;45592
INN27891;2;0;1;3;Meal Plan 1;0;Room_Type 1;210;2017;10;8;Offline;0;0;0;72.75;0;Not_Canceled;PL;40852
INN27892;2;2;0;2;Meal Plan 1;0;Room_Type 7;20;2018;7;29;Online;0;0;0;210.57;2;Not_Canceled;UK;52854
INN27893;3;0;2;3;Meal Plan 1;0;Room_Type 4;86;2018;12;24;Online;0;0;0;119.0;2;Not_Canceled;PL;66783
INN27894;2;2;0;1;Meal Plan 1;0;Room_Type 6;0;2018;12;6;Online;0;0;0;174.0;0;Not_Canceled;UK;48897
INN27895;2;0;2;2;Meal Plan 1;0;Room_Type 1;2;2018;5;15;Offline;0;0;0;81.75;0;Not_Canceled;UK;95610
INN27896;2;0;1;3;Meal Plan 1;0;Room_Type 4;79;2018;12;26;Online;0;0;0;105.61;0;Canceled;UK;51734
INN27897;1;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Offline;0;0;0;80.0;0;Not_Canceled;UK;72951
INN27898;1;0;0;2;Meal Plan 1;0;Room_Type 1;4;2018;4;19;Aviation;0;0;0;95.0;0;Not_Canceled;PL;20810
INN27899;1;0;1;0;Meal Plan 1;0;Room_Type 1;5;2018;11;28;Corporate;0;0;0;77.0;0;Not_Canceled;PL;89030
INN27900;2;0;0;4;Meal Plan 1;0;Room_Type 4;11;2018;11;2;Online;0;0;0;119.0;0;Not_Canceled;UK;32244
INN27901;2;0;2;2;Not Selected;0;Room_Type 1;99;2018;4;8;Online;0;0;0;83.25;0;Canceled;PL;73840
INN27902;1;0;0;3;Meal Plan 1;0;Room_Type 1;271;2018;9;21;Offline;0;0;0;85.67;0;Not_Canceled;PL;44489
INN27903;3;0;1;2;Meal Plan 1;0;Room_Type 4;124;2018;6;3;Online;0;0;0;159.3;0;Canceled;UK;82337
INN27904;1;0;1;2;Meal Plan 1;0;Room_Type 1;3;2018;1;18;Corporate;1;2;17;66.0;0;Not_Canceled;PL;28735
INN27905;2;1;1;3;Meal Plan 2;0;Room_Type 1;84;2018;10;31;Online;0;0;0;149.18;1;Not_Canceled;PL;46352
INN27906;2;0;2;2;Meal Plan 1;0;Room_Type 1;195;2018;10;28;Online;0;0;0;96.3;2;Not_Canceled;PL;55122
INN27907;2;2;2;3;Meal Plan 1;0;Room_Type 2;188;2018;8;25;Online;0;0;0;84.82;1;Not_Canceled;PL;46520
INN27908;2;0;0;2;Meal Plan 2;0;Room_Type 1;273;2017;7;17;Offline;0;0;0;109.0;0;Canceled;UK;70352
INN27909;2;0;2;1;Meal Plan 1;0;Room_Type 4;48;2018;11;5;Online;0;0;0;131.72;2;Not_Canceled;PL;67597
INN27910;3;0;0;1;Meal Plan 1;0;Room_Type 4;52;2018;7;23;Online;0;0;0;168.3;1;Not_Canceled;PL;32568
INN27911;2;0;0;1;Not Selected;0;Room_Type 1;9;2018;2;3;Online;0;0;0;90.0;0;Not_Canceled;PL;25117
INN27912;2;0;2;3;Meal Plan 1;0;Room_Type 1;120;2018;3;27;Online;0;0;0;84.15;0;Canceled;PL;67767
INN27913;2;0;1;2;Meal Plan 1;0;Room_Type 1;14;2018;2;19;Offline;0;0;0;40.67;0;Not_Canceled;PL;61613
INN27914;2;0;0;1;Meal Plan 1;0;Room_Type 4;62;2018;4;22;Online;0;0;0;91.48;1;Not_Canceled;UK;95459
INN27915;2;0;1;4;Meal Plan 1;0;Room_Type 2;137;2018;11;28;Online;0;0;0;85.16;1;Canceled;PL;44984
INN27916;2;0;0;2;Not Selected;0;Room_Type 1;47;2018;9;9;Online;0;0;0;125.1;2;Not_Canceled;UK;49905
INN27917;2;0;1;3;Meal Plan 1;0;Room_Type 1;65;2018;5;9;Online;0;0;0;119.85;0;Not_Canceled;PL;69665
INN27918;2;0;0;1;Meal Plan 1;0;Room_Type 1;40;2018;2;27;Offline;0;0;0;65.0;0;Not_Canceled;UK;96249
INN27919;2;1;0;3;Meal Plan 2;0;Room_Type 1;127;2018;6;2;Online;0;0;0;185.85;1;Not_Canceled;PL;50809
INN27920;2;0;1;3;Meal Plan 1;0;Room_Type 4;85;2017;12;17;Offline;0;0;0;60.0;0;Not_Canceled;UK;18903
INN27921;3;0;2;1;Meal Plan 1;0;Room_Type 4;80;2018;10;16;Online;0;0;0;151.2;1;Canceled;PL;36713
INN27922;2;2;0;1;Meal Plan 1;1;Room_Type 6;5;2018;5;27;Online;0;0;0;250.0;1;Not_Canceled;PL;12664
INN27923;2;1;1;0;Meal Plan 1;0;Room_Type 1;12;2018;5;2;Online;0;0;0;141.0;2;Not_Canceled;UK;23785
INN27924;1;0;0;2;Meal Plan 1;0;Room_Type 1;15;2017;12;10;Corporate;0;0;0;65.0;0;Not_Canceled;PL;32732
INN27925;2;0;2;5;Meal Plan 1;0;Room_Type 1;89;2018;3;21;Online;0;0;0;83.66;1;Not_Canceled;PL;87313
INN27926;2;1;2;1;Meal Plan 1;0;Room_Type 4;125;2018;5;15;Online;0;0;0;101.49;2;Not_Canceled;UK;11598
INN27927;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;11;6;Online;0;0;0;95.0;1;Not_Canceled;UK;42854
INN27928;2;0;1;1;Meal Plan 1;0;Room_Type 1;180;2018;5;2;Online;0;0;0;0.0;1;Not_Canceled;PL;63265
INN27929;2;0;1;5;Meal Plan 1;0;Room_Type 4;115;2018;2;29;Online;0;0;0;102.33;1;Not_Canceled;PL;81266
INN27930;2;0;1;4;Meal Plan 1;0;Room_Type 4;144;2018;5;25;Online;0;0;0;92.55;0;Not_Canceled;PL;72281
INN27931;2;0;2;2;Meal Plan 1;0;Room_Type 1;74;2017;10;17;Online;0;0;0;68.5;0;Not_Canceled;UK;15404
INN27932;2;0;0;3;Meal Plan 1;0;Room_Type 1;37;2018;10;13;Offline;0;0;0;105.0;0;Not_Canceled;PL;93230
INN27933;2;0;1;3;Meal Plan 1;0;Room_Type 1;9;2018;1;28;Online;0;0;0;70.4;0;Not_Canceled;UK;60626
INN27934;1;0;2;5;Meal Plan 1;0;Room_Type 1;75;2018;3;19;Online;0;0;0;74.68;0;Not_Canceled;PL;69849
INN27935;2;0;1;1;Not Selected;0;Room_Type 1;6;2018;2;20;Online;0;0;0;81.0;0;Not_Canceled;UK;84677
INN27936;2;0;0;2;Meal Plan 1;0;Room_Type 1;86;2017;9;9;Corporate;0;0;0;100.0;0;Not_Canceled;PL;52640
INN27937;2;0;0;4;Meal Plan 2;0;Room_Type 1;65;2018;11;23;Offline;0;0;0;105.0;0;Not_Canceled;PL;28152
INN27938;2;0;0;2;Meal Plan 1;0;Room_Type 4;101;2018;7;22;Online;0;0;0;123.3;0;Canceled;PL;87620
INN27939;2;0;2;2;Meal Plan 1;0;Room_Type 1;99;2017;10;30;Offline;0;0;0;65.0;0;Canceled;PL;90667
INN27940;2;0;2;8;Meal Plan 1;0;Room_Type 2;302;2018;8;2;Online;0;0;0;74.6;1;Not_Canceled;UK;26308
INN27941;2;0;0;1;Not Selected;0;Room_Type 1;3;2018;6;23;Online;0;0;0;97.0;1;Not_Canceled;UK;49133
INN27942;2;0;0;4;Meal Plan 1;0;Room_Type 1;92;2017;11;10;Online;0;0;0;72.25;2;Canceled;PL;97630
INN27943;1;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Offline;0;0;0;80.0;0;Not_Canceled;UK;27890
INN27944;2;0;2;2;Meal Plan 1;0;Room_Type 1;81;2018;12;4;Offline;0;0;0;75.0;0;Not_Canceled;PL;46762
INN27945;1;0;0;1;Meal Plan 1;0;Room_Type 1;2;2017;9;9;Corporate;0;0;0;65.0;0;Not_Canceled;PL;22724
INN27946;2;0;1;0;Meal Plan 1;0;Room_Type 1;84;2018;6;26;Online;0;0;0;96.3;1;Not_Canceled;PL;68718
INN27947;2;0;0;1;Meal Plan 1;0;Room_Type 1;30;2018;12;3;Corporate;0;0;0;85.0;0;Not_Canceled;PL;20773
INN27948;2;0;1;2;Meal Plan 2;0;Room_Type 1;105;2017;10;12;Offline;0;0;0;110.0;0;Canceled;UK;63297
INN27949;2;0;2;3;Not Selected;0;Room_Type 1;47;2018;10;2;Online;0;0;0;79.0;2;Not_Canceled;PL;28145
INN27950;2;0;0;2;Meal Plan 2;0;Room_Type 1;256;2018;6;15;Offline;0;0;0;115.0;1;Canceled;UK;56541
INN27951;3;0;1;5;Meal Plan 1;0;Room_Type 4;174;2018;9;20;Online;0;0;0;159.3;1;Canceled;PL;69216
INN27952;1;0;2;1;Meal Plan 1;0;Room_Type 4;52;2018;5;15;Online;0;0;0;140.4;1;Not_Canceled;UK;17336
INN27953;2;0;0;2;Meal Plan 2;0;Room_Type 1;56;2017;9;17;Offline;0;0;0;82.0;0;Not_Canceled;PL;19054
INN27954;2;0;0;1;Not Selected;0;Room_Type 1;1;2018;2;26;Online;0;0;0;81.0;0;Not_Canceled;PL;58591
INN27955;2;0;1;2;Meal Plan 2;0;Room_Type 1;418;2018;9;26;Offline;0;0;0;107.0;0;Canceled;UK;38871
INN27956;2;1;1;2;Meal Plan 1;0;Room_Type 6;4;2017;9;14;Offline;0;0;0;211.33;1;Not_Canceled;PL;38909
INN27957;1;0;0;3;Meal Plan 1;0;Room_Type 1;166;2018;11;1;Offline;0;0;0;110.0;0;Canceled;PL;76281
INN27958;1;0;1;1;Meal Plan 1;0;Room_Type 5;11;2018;7;18;Offline;0;0;0;181.0;0;Not_Canceled;PL;24782
INN27959;1;0;0;1;Meal Plan 1;0;Room_Type 1;61;2017;10;24;Online;0;0;0;80.75;1;Not_Canceled;UK;64703
INN27960;2;0;0;2;Meal Plan 1;0;Room_Type 1;69;2018;4;27;Online;0;0;0;105.3;0;Canceled;UK;67607
INN27961;1;0;0;4;Meal Plan 2;0;Room_Type 1;296;2018;9;21;Offline;0;0;0;96.0;0;Not_Canceled;PL;12625
INN27962;2;0;1;0;Meal Plan 1;0;Room_Type 1;208;2018;10;3;Online;0;0;0;83.85;0;Canceled;UK;78033
INN27963;2;0;2;0;Meal Plan 1;0;Room_Type 1;61;2017;10;4;Offline;0;0;0;91.0;0;Not_Canceled;UK;38618
INN27964;2;0;2;2;Meal Plan 1;0;Room_Type 1;99;2017;10;30;Offline;0;0;0;65.0;0;Canceled;PL;78085
INN27965;1;0;0;1;Meal Plan 1;0;Room_Type 1;9;2018;5;17;Online;0;0;0;106.26;1;Not_Canceled;UK;37701
INN27966;2;0;1;1;Meal Plan 1;0;Room_Type 1;18;2018;3;19;Online;0;0;0;109.0;0;Canceled;PL;86594
INN27967;1;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Offline;0;0;0;80.0;0;Not_Canceled;PL;82777
INN27968;2;0;0;3;Not Selected;0;Room_Type 1;158;2018;8;25;Online;0;0;0;94.5;0;Canceled;PL;33981
INN27969;1;0;0;2;Meal Plan 1;0;Room_Type 1;103;2018;4;19;Offline;0;0;0;115.0;0;Canceled;UK;89143
INN27970;2;0;1;3;Not Selected;0;Room_Type 1;79;2018;11;17;Online;0;0;0;74.8;1;Not_Canceled;PL;13435
INN27971;2;0;0;1;Not Selected;0;Room_Type 1;108;2018;7;9;Online;0;0;0;103.5;0;Canceled;PL;33193
INN27972;2;0;2;0;Not Selected;0;Room_Type 1;31;2018;8;28;Online;0;0;0;103.05;0;Not_Canceled;UK;98410
INN27973;2;0;0;3;Meal Plan 1;0;Room_Type 1;7;2018;3;10;Online;0;0;0;106.33;1;Not_Canceled;UK;81616
INN27974;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;9;5;Online;0;0;0;143.0;1;Not_Canceled;PL;37581
INN27975;2;0;2;3;Meal Plan 1;0;Room_Type 1;212;2018;5;20;Offline;0;0;0;78.0;0;Canceled;PL;18252
INN27976;2;0;1;0;Meal Plan 1;0;Room_Type 1;258;2018;10;16;Offline;0;0;0;110.0;0;Canceled;PL;79674
INN27977;2;0;0;3;Meal Plan 1;0;Room_Type 4;88;2018;10;20;Online;0;0;0;132.3;1;Canceled;UK;65167
INN27978;2;0;0;3;Meal Plan 1;0;Room_Type 1;73;2017;11;24;Offline;0;0;0;85.67;0;Not_Canceled;PL;95474
INN27979;2;0;1;2;Meal Plan 1;0;Room_Type 1;280;2018;9;19;Offline;0;0;0;110.0;0;Canceled;PL;54979
INN27980;1;0;0;1;Meal Plan 1;0;Room_Type 1;8;2017;11;26;Online;0;0;0;62.37;0;Not_Canceled;UK;52388
INN27981;2;0;0;3;Not Selected;0;Room_Type 1;44;2018;10;20;Online;0;0;0;113.7;1;Not_Canceled;UK;94900
INN27982;2;0;0;3;Meal Plan 1;0;Room_Type 1;433;2018;9;8;Offline;0;0;0;70.0;0;Canceled;UK;39451
INN27983;1;0;2;5;Meal Plan 1;0;Room_Type 4;51;2018;6;5;Corporate;0;0;0;110.0;0;Canceled;UK;94859
INN27984;1;0;0;1;Meal Plan 1;0;Room_Type 1;1;2018;9;20;Aviation;0;0;0;95.0;0;Not_Canceled;UK;18319
INN27985;2;0;1;3;Meal Plan 1;0;Room_Type 1;50;2018;4;11;Online;0;0;0;99.45;1;Canceled;PL;68016
INN27986;2;0;0;1;Not Selected;0;Room_Type 1;2;2018;12;16;Online;0;0;0;78.0;1;Not_Canceled;UK;75651
INN27987;2;0;0;4;Meal Plan 2;0;Room_Type 1;296;2018;9;21;Offline;0;0;0;117.0;1;Canceled;PL;14684
INN27988;2;0;0;1;Not Selected;0;Room_Type 1;40;2018;10;13;Online;0;0;0;83.16;1;Not_Canceled;PL;43598
INN27989;2;0;2;2;Meal Plan 1;0;Room_Type 1;185;2018;7;8;Online;0;0;0;70.03;2;Not_Canceled;UK;46739
INN27990;2;0;1;2;Not Selected;0;Room_Type 1;64;2018;4;29;Online;0;0;0;116.1;1;Not_Canceled;PL;41528
INN27991;1;0;0;2;Meal Plan 1;0;Room_Type 1;192;2018;6;24;Offline;0;0;0;95.0;0;Not_Canceled;UK;64695
INN27992;2;0;2;3;Meal Plan 1;0;Room_Type 1;215;2018;10;9;Online;0;0;0;106.25;0;Canceled;PL;58632
INN27993;2;0;2;1;Meal Plan 1;0;Room_Type 4;269;2018;7;10;Offline;0;0;0;78.88;0;Not_Canceled;UK;72106
INN27994;2;1;0;4;Meal Plan 1;0;Room_Type 1;92;2018;12;7;Online;0;0;0;103.7;2;Not_Canceled;UK;43467
INN27995;1;0;1;2;Meal Plan 1;0;Room_Type 1;40;2018;11;7;Online;0;0;0;169.2;0;Not_Canceled;UK;21923
INN27996;2;0;0;2;Meal Plan 2;0;Room_Type 1;292;2018;7;21;Offline;0;0;0;115.0;0;Canceled;PL;87206
INN27997;1;0;0;1;Meal Plan 1;0;Room_Type 1;5;2017;10;21;Online;0;0;0;0.0;0;Not_Canceled;PL;48584
INN27998;2;1;1;2;Meal Plan 2;0;Room_Type 1;62;2018;12;23;Online;0;0;0;111.88;1;Not_Canceled;PL;67275
INN27999;2;0;1;1;Meal Plan 1;0;Room_Type 1;180;2018;5;2;Offline;0;0;0;100.0;1;Not_Canceled;PL;74866
INN28000;2;0;0;3;Meal Plan 1;0;Room_Type 1;5;2017;9;3;Online;0;0;0;117.67;2;Not_Canceled;UK;24310
INN28001;2;0;0;5;Meal Plan 1;0;Room_Type 1;43;2018;1;19;Online;0;0;0;77.69;1;Not_Canceled;PL;52806
INN28002;2;0;0;3;Meal Plan 1;0;Room_Type 1;279;2018;10;12;Offline;0;0;0;110.0;0;Canceled;UK;69364
INN28003;2;0;2;3;Meal Plan 1;0;Room_Type 1;28;2017;9;19;Online;0;0;0;116.56;2;Not_Canceled;UK;14246
INN28004;2;1;2;1;Meal Plan 1;0;Room_Type 1;36;2018;7;2;Online;0;0;0;152.1;2;Not_Canceled;PL;43079
INN28005;3;0;1;4;Meal Plan 1;1;Room_Type 4;145;2018;8;8;Online;0;0;0;148.1;2;Not_Canceled;UK;85617
INN28006;2;0;2;0;Meal Plan 1;0;Room_Type 1;54;2018;10;2;Online;0;0;0;118.8;2;Not_Canceled;UK;41035
INN28007;2;0;0;3;Meal Plan 2;1;Room_Type 4;7;2018;4;21;Online;0;0;0;183.0;1;Not_Canceled;UK;94564
INN28008;2;0;1;2;Meal Plan 1;0;Room_Type 1;305;2018;11;4;Offline;0;0;0;89.0;0;Canceled;PL;79409
INN28009;2;0;2;4;Not Selected;0;Room_Type 1;3;2018;5;13;Online;0;0;0;122.33;2;Not_Canceled;PL;49801
INN28010;2;0;0;3;Meal Plan 1;0;Room_Type 1;37;2018;10;13;Offline;0;0;0;105.0;0;Not_Canceled;UK;61249
INN28011;2;0;0;3;Meal Plan 1;0;Room_Type 1;37;2018;10;13;Offline;0;0;0;105.0;0;Not_Canceled;PL;22903
INN28012;2;0;0;2;Not Selected;0;Room_Type 1;33;2018;9;9;Online;0;0;0;125.1;3;Not_Canceled;PL;75860
INN28013;2;0;1;2;Meal Plan 1;0;Room_Type 1;256;2017;9;14;Offline;0;0;0;76.67;0;Not_Canceled;PL;49295
